timestamp,user_id,energy_usage_kWh,label
2025-05-09 05:00:00,user_1,1.0,normal
2025-05-09 06:00:00,user_1,1.86,normal
2025-05-09 07:00:00,user_1,0.17,normal
2025-05-09 08:00:00,user_1,0.95,normal
2025-05-09 09:00:00,user_1,1.22,normal
2025-05-09 10:00:00,user_1,2.59,normal
2025-05-09 11:00:00,user_1,2.25,normal
2025-05-09 12:00:00,user_1,2.04,normal
2025-05-09 13:00:00,user_1,0.96,normal
2025-05-09 14:00:00,user_1,2.53,normal
2025-05-09 15:00:00,user_1,2.27,normal
2025-05-09 16:00:00,user_1,1.4,normal
2025-05-09 17:00:00,user_1,1.15,normal
2025-05-09 18:00:00,user_1,2.39,normal
2025-05-09 19:00:00,user_1,0.93,normal
2025-05-09 20:00:00,user_1,1.54,normal
2025-05-09 21:00:00,user_1,2.6,normal
2025-05-09 22:00:00,user_1,1.62,normal
2025-05-09 23:00:00,user_1,2.35,normal
2025-05-10 00:00:00,user_1,1.11,normal
2025-05-10 01:00:00,user_1,1.61,normal
2025-05-10 02:00:00,user_1,2.2,normal
2025-05-10 03:00:00,user_1,1.23,normal
2025-05-10 04:00:00,user_1,0.5905105880580487,theft
2025-05-10 05:00:00,user_1,1.24,normal
2025-05-10 06:00:00,user_1,1.91,normal
2025-05-10 07:00:00,user_1,0.69,normal
2025-05-10 08:00:00,user_1,1.89,normal
2025-05-10 09:00:00,user_1,1.12,normal
2025-05-10 10:00:00,user_1,1.57,normal
2025-05-10 11:00:00,user_1,2.02,normal
2025-05-10 12:00:00,user_1,1.58,normal
2025-05-10 13:00:00,user_1,1.15,normal
2025-05-10 14:00:00,user_1,2.05,normal
2025-05-10 15:00:00,user_1,0.7146376523674097,theft
2025-05-10 16:00:00,user_1,2.44,normal
2025-05-10 17:00:00,user_1,1.69,normal
2025-05-10 18:00:00,user_1,1.71,normal
2025-05-10 19:00:00,user_1,1.19,normal
2025-05-10 20:00:00,user_1,0.97,normal
2025-05-10 21:00:00,user_1,1.97,normal
2025-05-10 22:00:00,user_1,1.51,normal
2025-05-10 23:00:00,user_1,1.78,normal
2025-05-11 00:00:00,user_1,2.07,normal
2025-05-11 01:00:00,user_1,1.39,normal
2025-05-11 02:00:00,user_1,1.46,normal
2025-05-11 03:00:00,user_1,1.53,normal
2025-05-11 04:00:00,user_1,1.48,normal
2025-05-11 05:00:00,user_1,0.72,normal
2025-05-11 06:00:00,user_1,1.93,normal
2025-05-11 07:00:00,user_1,2.46,normal
2025-05-11 08:00:00,user_1,0.24,normal
2025-05-11 09:00:00,user_1,1.95,normal
2025-05-11 10:00:00,user_1,1.33,normal
2025-05-11 11:00:00,user_1,0.96,normal
2025-05-11 12:00:00,user_1,1.9,normal
2025-05-11 13:00:00,user_1,1.07,normal
2025-05-11 14:00:00,user_1,0.9,normal
2025-05-11 15:00:00,user_1,1.93,normal
2025-05-11 16:00:00,user_1,1.55,normal
2025-05-11 17:00:00,user_1,1.28,normal
2025-05-11 18:00:00,user_1,1.83,normal
2025-05-11 19:00:00,user_1,1.62,normal
2025-05-11 20:00:00,user_1,1.21,normal
2025-05-11 21:00:00,user_1,0.64,normal
2025-05-11 22:00:00,user_1,2.47,normal
2025-05-11 23:00:00,user_1,0.88,normal
2025-05-12 00:00:00,user_1,1.73,normal
2025-05-12 01:00:00,user_1,0.6605776709766419,theft
2025-05-12 02:00:00,user_1,1.09,normal
2025-05-12 03:00:00,user_1,1.17,normal
2025-05-12 04:00:00,user_1,0.82,normal
2025-05-12 05:00:00,user_1,1.5,normal
2025-05-12 06:00:00,user_1,1.54,normal
2025-05-12 07:00:00,user_1,1.71,normal
2025-05-12 08:00:00,user_1,1.01,normal
2025-05-12 09:00:00,user_1,1.23,normal
2025-05-12 10:00:00,user_1,2.15,normal
2025-05-12 11:00:00,user_1,1.94,normal
2025-05-12 12:00:00,user_1,1.43,normal
2025-05-12 13:00:00,user_1,1.63,normal
2025-05-12 14:00:00,user_1,0.71,normal
2025-05-12 15:00:00,user_1,1.64,normal
2025-05-12 16:00:00,user_1,1.54,normal
2025-05-12 17:00:00,user_1,1.39,normal
2025-05-12 18:00:00,user_1,2.21,normal
2025-05-12 19:00:00,user_1,1.53,normal
2025-05-12 20:00:00,user_1,1.53,normal
2025-05-12 21:00:00,user_1,1.66,normal
2025-05-12 22:00:00,user_1,1.98,normal
2025-05-12 23:00:00,user_1,1.74,normal
2025-05-13 00:00:00,user_1,2.36,normal
2025-05-13 01:00:00,user_1,2.2,normal
2025-05-13 02:00:00,user_1,1.39,normal
2025-05-13 03:00:00,user_1,1.84,normal
2025-05-13 04:00:00,user_1,2.11,normal
2025-05-13 05:00:00,user_1,2.19,normal
2025-05-13 06:00:00,user_1,1.42,normal
2025-05-13 07:00:00,user_1,1.85,normal
2025-05-13 08:00:00,user_1,1.2,normal
2025-05-13 09:00:00,user_1,1.58,normal
2025-05-13 10:00:00,user_1,0.97,normal
2025-05-13 11:00:00,user_1,1.09,normal
2025-05-13 12:00:00,user_1,1.96,normal
2025-05-13 13:00:00,user_1,1.62,normal
2025-05-13 14:00:00,user_1,1.35,normal
2025-05-13 15:00:00,user_1,1.1734297096913513,theft
2025-05-13 16:00:00,user_1,0.76,normal
2025-05-13 17:00:00,user_1,2.42,normal
2025-05-13 18:00:00,user_1,0.4106777597739844,theft
2025-05-13 19:00:00,user_1,0.65,normal
2025-05-13 20:00:00,user_1,1.94,normal
2025-05-13 21:00:00,user_1,1.78,normal
2025-05-13 22:00:00,user_1,1.69,normal
2025-05-13 23:00:00,user_1,1.75,normal
2025-05-14 00:00:00,user_1,1.34,normal
2025-05-14 01:00:00,user_1,1.79,normal
2025-05-14 02:00:00,user_1,1.34,normal
2025-05-14 03:00:00,user_1,1.24,normal
2025-05-14 04:00:00,user_1,2.2,normal
2025-05-14 05:00:00,user_1,1.57,normal
2025-05-14 06:00:00,user_1,2.0,normal
2025-05-14 07:00:00,user_1,1.2,normal
2025-05-14 08:00:00,user_1,1.92,normal
2025-05-14 09:00:00,user_1,1.68,normal
2025-05-14 10:00:00,user_1,1.87,normal
2025-05-14 11:00:00,user_1,2.21,normal
2025-05-14 12:00:00,user_1,0.5964881884992563,theft
2025-05-14 13:00:00,user_1,0.58,normal
2025-05-14 14:00:00,user_1,2.12,normal
2025-05-14 15:00:00,user_1,2.01,normal
2025-05-14 16:00:00,user_1,1.77,normal
2025-05-14 17:00:00,user_1,0.65,normal
2025-05-14 18:00:00,user_1,1.56,normal
2025-05-14 19:00:00,user_1,1.19,normal
2025-05-14 20:00:00,user_1,0.89,normal
2025-05-14 21:00:00,user_1,1.4,normal
2025-05-14 22:00:00,user_1,1.41,normal
2025-05-14 23:00:00,user_1,0.43,normal
2025-05-15 00:00:00,user_1,1.26,normal
2025-05-15 01:00:00,user_1,1.48,normal
2025-05-15 02:00:00,user_1,1.28,normal
2025-05-15 03:00:00,user_1,2.1,normal
2025-05-15 04:00:00,user_1,1.07,normal
2025-05-15 05:00:00,user_1,1.39,normal
2025-05-15 06:00:00,user_1,1.69,normal
2025-05-15 07:00:00,user_1,1.0,normal
2025-05-15 08:00:00,user_1,1.09,normal
2025-05-15 09:00:00,user_1,0.94,normal
2025-05-15 10:00:00,user_1,0.77,normal
2025-05-15 11:00:00,user_1,1.05,normal
2025-05-15 12:00:00,user_1,1.63,normal
2025-05-15 13:00:00,user_1,1.46,normal
2025-05-15 14:00:00,user_1,2.08,normal
2025-05-15 15:00:00,user_1,1.14,normal
2025-05-15 16:00:00,user_1,1.63,normal
2025-05-15 17:00:00,user_1,0.5232369122015446,theft
2025-05-15 18:00:00,user_1,0.76,normal
2025-05-15 19:00:00,user_1,1.7,normal
2025-05-15 20:00:00,user_1,1.39,normal
2025-05-15 21:00:00,user_1,1.26,normal
2025-05-15 22:00:00,user_1,1.1,normal
2025-05-15 23:00:00,user_1,1.21,normal
2025-05-16 00:00:00,user_1,2.9,normal
2025-05-16 01:00:00,user_1,2.13,normal
2025-05-16 02:00:00,user_1,0.71,normal
2025-05-16 03:00:00,user_1,1.93,normal
2025-05-16 04:00:00,user_1,1.44,normal
2025-05-16 05:00:00,user_1,1.87,normal
2025-05-16 06:00:00,user_1,1.36,normal
2025-05-16 07:00:00,user_1,1.52,normal
2025-05-16 08:00:00,user_1,1.71,normal
2025-05-16 09:00:00,user_1,1.52,normal
2025-05-16 10:00:00,user_1,0.503013583080362,theft
2025-05-16 11:00:00,user_1,2.1,normal
2025-05-16 12:00:00,user_1,1.55,normal
2025-05-16 13:00:00,user_1,1.57,normal
2025-05-16 14:00:00,user_1,0.59,normal
2025-05-16 15:00:00,user_1,1.4,normal
2025-05-16 16:00:00,user_1,2.42,normal
2025-05-16 17:00:00,user_1,1.36,normal
2025-05-16 18:00:00,user_1,1.13,normal
2025-05-16 19:00:00,user_1,1.86,normal
2025-05-16 20:00:00,user_1,1.86,normal
2025-05-16 21:00:00,user_1,1.94,normal
2025-05-16 22:00:00,user_1,1.93,normal
2025-05-16 23:00:00,user_1,2.52,normal
2025-05-17 00:00:00,user_1,1.5,normal
2025-05-17 01:00:00,user_1,1.6,normal
2025-05-17 02:00:00,user_1,1.76,normal
2025-05-17 03:00:00,user_1,2.25,normal
2025-05-17 04:00:00,user_1,0.43,normal
2025-05-17 05:00:00,user_1,1.9,normal
2025-05-17 06:00:00,user_1,1.38,normal
2025-05-17 07:00:00,user_1,0.37803955334475087,theft
2025-05-17 08:00:00,user_1,1.43,normal
2025-05-17 09:00:00,user_1,0.68,normal
2025-05-17 10:00:00,user_1,1.29,normal
2025-05-17 11:00:00,user_1,2.17,normal
2025-05-17 12:00:00,user_1,1.18,normal
2025-05-17 13:00:00,user_1,1.86,normal
2025-05-17 14:00:00,user_1,1.9,normal
2025-05-17 15:00:00,user_1,2.23,normal
2025-05-17 16:00:00,user_1,1.27,normal
2025-05-17 17:00:00,user_1,1.32,normal
2025-05-17 18:00:00,user_1,1.92,normal
2025-05-17 19:00:00,user_1,0.92,normal
2025-05-17 20:00:00,user_1,2.27,normal
2025-05-17 21:00:00,user_1,1.03,normal
2025-05-17 22:00:00,user_1,1.44,normal
2025-05-17 23:00:00,user_1,0.33,normal
2025-05-18 00:00:00,user_1,2.43,normal
2025-05-18 01:00:00,user_1,1.4,normal
2025-05-18 02:00:00,user_1,1.18,normal
2025-05-18 03:00:00,user_1,1.8,normal
2025-05-18 04:00:00,user_1,1.84,normal
2025-05-18 05:00:00,user_1,1.42,normal
2025-05-18 06:00:00,user_1,1.78,normal
2025-05-18 07:00:00,user_1,1.21,normal
2025-05-18 08:00:00,user_1,1.99,normal
2025-05-18 09:00:00,user_1,0.99,normal
2025-05-18 10:00:00,user_1,1.28,normal
2025-05-18 11:00:00,user_1,2.01,normal
2025-05-18 12:00:00,user_1,2.74,normal
2025-05-18 13:00:00,user_1,1.27,normal
2025-05-18 14:00:00,user_1,1.79,normal
2025-05-18 15:00:00,user_1,1.94,normal
2025-05-18 16:00:00,user_1,1.41,normal
2025-05-18 17:00:00,user_1,1.66,normal
2025-05-18 18:00:00,user_1,1.04,normal
2025-05-18 19:00:00,user_1,1.85,normal
2025-05-18 20:00:00,user_1,2.05,normal
2025-05-18 21:00:00,user_1,2.09,normal
2025-05-18 22:00:00,user_1,1.73,normal
2025-05-18 23:00:00,user_1,1.05,normal
2025-05-19 00:00:00,user_1,1.67,normal
2025-05-19 01:00:00,user_1,1.43,normal
2025-05-19 02:00:00,user_1,1.03,normal
2025-05-19 03:00:00,user_1,1.05,normal
2025-05-19 04:00:00,user_1,1.68,normal
2025-05-19 05:00:00,user_1,1.9,normal
2025-05-19 06:00:00,user_1,0.73,normal
2025-05-19 07:00:00,user_1,0.75,normal
2025-05-19 08:00:00,user_1,2.02,normal
2025-05-19 09:00:00,user_1,1.78,normal
2025-05-19 10:00:00,user_1,1.85,normal
2025-05-19 11:00:00,user_1,1.02,normal
2025-05-19 12:00:00,user_1,0.6664065898663126,theft
2025-05-19 13:00:00,user_1,1.46,normal
2025-05-19 14:00:00,user_1,1.76,normal
2025-05-19 15:00:00,user_1,1.0,normal
2025-05-19 16:00:00,user_1,1.35,normal
2025-05-19 17:00:00,user_1,0.5118453540388228,theft
2025-05-19 18:00:00,user_1,2.05,normal
2025-05-19 19:00:00,user_1,1.21,normal
2025-05-19 20:00:00,user_1,1.71,normal
2025-05-19 21:00:00,user_1,1.75,normal
2025-05-19 22:00:00,user_1,1.64,normal
2025-05-19 23:00:00,user_1,1.63,normal
2025-05-20 00:00:00,user_1,0.719011438314533,theft
2025-05-20 01:00:00,user_1,2.09,normal
2025-05-20 02:00:00,user_1,2.06,normal
2025-05-20 03:00:00,user_1,1.29,normal
2025-05-20 04:00:00,user_1,0.62,normal
2025-05-20 05:00:00,user_1,2.13,normal
2025-05-20 06:00:00,user_1,0.41,normal
2025-05-20 07:00:00,user_1,1.9,normal
2025-05-20 08:00:00,user_1,1.9,normal
2025-05-20 09:00:00,user_1,1.04,normal
2025-05-20 10:00:00,user_1,1.44,normal
2025-05-20 11:00:00,user_1,1.68,normal
2025-05-20 12:00:00,user_1,0.37,normal
2025-05-20 13:00:00,user_1,1.88,normal
2025-05-20 14:00:00,user_1,1.73,normal
2025-05-20 15:00:00,user_1,1.17,normal
2025-05-20 16:00:00,user_1,1.69,normal
2025-05-20 17:00:00,user_1,1.65,normal
2025-05-20 18:00:00,user_1,0.6120889594790202,theft
2025-05-20 19:00:00,user_1,1.47,normal
2025-05-20 20:00:00,user_1,1.96,normal
2025-05-20 21:00:00,user_1,1.67,normal
2025-05-20 22:00:00,user_1,1.7,normal
2025-05-20 23:00:00,user_1,0.97,normal
2025-05-21 00:00:00,user_1,1.46,normal
2025-05-21 01:00:00,user_1,2.06,normal
2025-05-21 02:00:00,user_1,1.88,normal
2025-05-21 03:00:00,user_1,1.16,normal
2025-05-21 04:00:00,user_1,1.09,normal
2025-05-21 05:00:00,user_1,0.13435542070739198,theft
2025-05-21 06:00:00,user_1,2.09,normal
2025-05-21 07:00:00,user_1,0.42010550261067275,theft
2025-05-21 08:00:00,user_1,1.88,normal
2025-05-21 09:00:00,user_1,1.72,normal
2025-05-21 10:00:00,user_1,0.27008573424487897,theft
2025-05-21 11:00:00,user_1,1.9,normal
2025-05-21 12:00:00,user_1,1.04,normal
2025-05-21 13:00:00,user_1,1.37,normal
2025-05-21 14:00:00,user_1,0.74,normal
2025-05-21 15:00:00,user_1,2.12,normal
2025-05-21 16:00:00,user_1,1.35,normal
2025-05-21 17:00:00,user_1,1.53,normal
2025-05-21 18:00:00,user_1,0.3482888694770843,theft
2025-05-21 19:00:00,user_1,1.33,normal
2025-05-21 20:00:00,user_1,1.19,normal
2025-05-21 21:00:00,user_1,1.08,normal
2025-05-21 22:00:00,user_1,1.39,normal
2025-05-21 23:00:00,user_1,1.61,normal
2025-05-22 00:00:00,user_1,0.14206001693844889,theft
2025-05-22 01:00:00,user_1,1.7,normal
2025-05-22 02:00:00,user_1,1.8,normal
2025-05-22 03:00:00,user_1,0.78,normal
2025-05-22 04:00:00,user_1,2.74,normal
2025-05-22 05:00:00,user_1,1.71,normal
2025-05-22 06:00:00,user_1,1.08,normal
2025-05-22 07:00:00,user_1,1.68,normal
2025-05-22 08:00:00,user_1,0.38,normal
2025-05-22 09:00:00,user_1,1.82,normal
2025-05-22 10:00:00,user_1,1.99,normal
2025-05-22 11:00:00,user_1,1.12,normal
2025-05-22 12:00:00,user_1,0.98,normal
2025-05-22 13:00:00,user_1,0.07958062445712677,theft
2025-05-22 14:00:00,user_1,1.86,normal
2025-05-22 15:00:00,user_1,2.32,normal
2025-05-22 16:00:00,user_1,0.8,normal
2025-05-22 17:00:00,user_1,2.3,normal
2025-05-22 18:00:00,user_1,1.49,normal
2025-05-22 19:00:00,user_1,2.07,normal
2025-05-22 20:00:00,user_1,0.37158971403142543,theft
2025-05-22 21:00:00,user_1,1.06,normal
2025-05-22 22:00:00,user_1,-0.06,normal
2025-05-22 23:00:00,user_1,2.32,normal
2025-05-23 00:00:00,user_1,2.07,normal
2025-05-23 01:00:00,user_1,1.17,normal
2025-05-23 02:00:00,user_1,1.61,normal
2025-05-23 03:00:00,user_1,1.79,normal
2025-05-23 04:00:00,user_1,1.18,normal
2025-05-23 05:00:00,user_1,2.11,normal
2025-05-23 06:00:00,user_1,1.85,normal
2025-05-23 07:00:00,user_1,1.1,normal
2025-05-23 08:00:00,user_1,1.57,normal
2025-05-23 09:00:00,user_1,1.42,normal
2025-05-23 10:00:00,user_1,2.49,normal
2025-05-23 11:00:00,user_1,1.54,normal
2025-05-23 12:00:00,user_1,1.62,normal
2025-05-23 13:00:00,user_1,0.92,normal
2025-05-23 14:00:00,user_1,1.82,normal
2025-05-23 15:00:00,user_1,1.05,normal
2025-05-23 16:00:00,user_1,0.02,normal
2025-05-23 17:00:00,user_1,1.72,normal
2025-05-23 18:00:00,user_1,1.5,normal
2025-05-23 19:00:00,user_1,1.31,normal
2025-05-23 20:00:00,user_1,1.89,normal
2025-05-23 21:00:00,user_1,0.99,normal
2025-05-23 22:00:00,user_1,1.44,normal
2025-05-23 23:00:00,user_1,0.91,normal
2025-05-24 00:00:00,user_1,1.05,normal
2025-05-24 01:00:00,user_1,2.49,normal
2025-05-24 02:00:00,user_1,1.74,normal
2025-05-24 03:00:00,user_1,1.94,normal
2025-05-24 04:00:00,user_1,2.45,normal
2025-05-24 05:00:00,user_1,1.45,normal
2025-05-24 06:00:00,user_1,1.16,normal
2025-05-24 07:00:00,user_1,1.01,normal
2025-05-24 08:00:00,user_1,2.03,normal
2025-05-24 09:00:00,user_1,2.0,normal
2025-05-24 10:00:00,user_1,1.77,normal
2025-05-24 11:00:00,user_1,1.43,normal
2025-05-24 12:00:00,user_1,1.96,normal
2025-05-24 13:00:00,user_1,1.87,normal
2025-05-24 14:00:00,user_1,1.44,normal
2025-05-24 15:00:00,user_1,0.82,normal
2025-05-24 16:00:00,user_1,0.5794720004336016,theft
2025-05-24 17:00:00,user_1,0.93,normal
2025-05-24 18:00:00,user_1,2.26,normal
2025-05-24 19:00:00,user_1,1.26,normal
2025-05-24 20:00:00,user_1,0.82,normal
2025-05-24 21:00:00,user_1,1.25,normal
